dsc_cidade,nota,data_ref
"Simonésia","10","2011-12-31"
"Taiobeiras","7.9206952516326","2011-12-31"
"Mar Vermelho","8.62643269184563","2011-12-31"
"Taparuba","10","2011-12-31"
"Arapoti","10","2011-12-31"
"Poá","8.15678707081084","2011-12-31"
"Tapira","6.69154446121057","2011-12-31"
"Taquaraçu de Minas","10","2011-12-31"
"Teófilo Otoni","8.38074959613366","2011-12-31"
"Tiradentes","8.55565390885029","2011-12-31"
"Tiros","8.91808036331605","2011-12-31"
"Toledo","10","2011-12-31"
"Três Corações","7.99105449591648","2011-12-31"
"Três Marias","6.30162600845705","2011-12-31"
"Leoberto Leal","10","2011-12-31"
"Santa Helena de Minas","5.20382562744979","2011-12-31"
"Tumiritinga","10","2011-12-31"
"Tupaciguara","8.31301575967557","2011-12-31"
"Turmalina","4.52134419929195","2011-12-31"
"Turvolândia","9.42106513067868","2011-12-31"
"Lagoa Grande do Maranhão","5.58110585433915","2011-12-31"
"Branquinha","9.60940229780454","2011-12-31"
"Orobó","7.71568334585404","2011-12-31"
"Uberlândia","10","2011-12-31"
"Umburatiba","6.45351300336185","2011-12-31"
"São José das Palmeiras","9.8724533648594","2011-12-31"
"Unaí","9.21671547640563","2011-12-31"
"Vargem Grande do Rio Pardo","9.26973040181669","2011-12-31"
"Brejo do Cruz","7.57716866433123","2011-12-31"
"Varginha","10","2011-12-31"
"Vazante","9.49146108143666","2011-12-31"
"Viçosa","9.99066889858865","2011-12-31"
"Mathias Lobato","8.56093904340471","2011-12-31"
"Combinado","7.96205053682421","2011-12-31"
"Virgem da Lapa","7.23777815741375","2011-12-31"
"Virgínia","7.39597038929126","2011-12-31"
"Virginópolis","5.68108624168778","2011-12-31"
"Volta Grande","7.27994464396987","2011-12-31"
"Macaúbas","6.84444115369608","2011-12-31"
"Várzea","7.16888222219441","2011-12-31"
"Passira","9.76463184998981","2011-12-31"
"Várzea Grande","6.37658561962772","2011-12-31"
"Fazenda Vilanova","10","2011-12-31"
"Caçapava","10","2011-12-31"
"Serra do Ramalho","4.61139107520748","2011-12-31"
"Vargem Bonita","9.82374562587818","2011-12-31"
"Santa Cruz do Piauí","5.57476883718167","2011-12-31"
"Equador","7.33412974488027","2011-12-31"
"Descanso","10","2011-12-31"
"Nilo Peçanha","5.8710644837892","2011-12-31"
"Indiana","8.90919657783892","2011-12-31"
"Canto do Buriti","5.13174861971178","2011-12-31"
"Moju","8.43797485130714","2011-12-31"
"Rondon","7.83719595904744","2011-12-31"
"Dom Joaquim","6.33567952428696","2011-12-31"
"Caldeirão Grande","5.97795580221579","2011-12-31"
"Inaciolândia","7.43713009123394","2011-12-31"
"Sulina","5.69123549606039","2011-12-31"
"São Lourenço da Mata","10","2011-12-31"
"Jardinópolis","7.64702164815936","2011-12-31"
"Lagoa Grande","9.75104577861619","2011-12-31"
"Canavieiras","6.59673917876263","2011-12-31"
"Maurilândia","5.83979502671052","2011-12-31"
"São João Batista","7.12890835039131","2011-12-31"
"Faro","5.03889738499919","2011-12-31"
"Medina","7.23612275956529","2011-12-31"
"Presidente Médici","8.74041659355751","2011-12-31"
"Limeira","10","2011-12-31"
"Conceição do Coité","4.5377715053569","2011-12-31"
"Salvaterra","5.7552108286178","2011-12-31"
"Ermo","10","2011-12-31"
"Governador Mangabeira","7.58477089257655","2011-12-31"
"Pindoba","7.54133740769447","2011-12-31"
"Serrolândia","5.45923470586331","2011-12-31"
"Socorro do Piauí","7.23609063137425","2011-12-31"
"Belterra","5.46390741324782","2011-12-31"
"Bebedouro","10","2011-12-31"
"Sobrália","7.51102807183859","2011-12-31"
"Urupema","10","2011-12-31"
"Clevelândia","4.27833765879261","2011-12-31"
"Santana do Seridó","4.24625874925778","2011-12-31"
"Lajeado","10","2011-12-31"
"Ascurra","10","2011-12-31"
"Sigefredo Pacheco","7.58001235090592","2011-12-31"
"Queluz","10","2011-12-31"
"São Pedro do Ivaí","6.77328203016844","2011-12-31"
"Santa Teresa","8.34644514285618","2011-12-31"
"Santo Inácio do Piauí","6.46437040323574","2011-12-31"
"Carangola","8.88847401272546","2011-12-31"
"Santaluz","4.72478756136211","2011-12-31"
"Paulino Neves","5.8594152054583","2011-12-31"
"Campos Novos Paulista","8.7632773818167","2011-12-31"
"Remanso","5.04370039655521","2011-12-31"
"Florestal","9.9159842197885","2011-12-31"
"Ituberá","5.70043252459767","2011-12-31"
"Porto Real do Colégio","5.49636461319316","2011-12-31"
"Joca Claudino","6.10771925848451","2011-12-31"
"Parobé","7.62711342440847","2011-12-31"
"Limoeiro de Anadia","7.01367153265569","2011-12-31"
"Novo Xingu","9.06360071603222","2011-12-31"
"Alto Alegre","7.90332133250267","2011-12-31"
"Francisco Ayres","8.36694763006329","2011-12-31"
"Major Gercino","9.79990971597063","2011-12-31"
"Santa Juliana","6.2392223999648","2011-12-31"
"Iaçu","5.85127335676117","2011-12-31"
"São Bernardo","4.60750049630833","2011-12-31"
"Paulo Afonso","8.85503383722819","2011-12-31"
"Ibiaçá","6.26846672736143","2011-12-31"
"São Raimundo das Mangabeiras","5.11200816412262","2011-12-31"
"Jaru","7.11115339351389","2011-12-31"
"Iracema do Oeste","6.23982449170006","2011-12-31"
"Calçoene","6.78406374776246","2011-12-31"
"Jaú","10","2011-12-31"
"Taió","10","2011-12-31"
"São João do Pacuí","7.77374202237256","2011-12-31"
"Rio Novo","8.91551511822048","2011-12-31"
"Primeiro de Maio","10","2011-12-31"
"Nova Veneza","6.6318591611366","2011-12-31"
"Fátima","6.92860457686622","2011-12-31"
"Serranos","7.28516955605911","2011-12-31"
"Utinga","4.10198481512376","2011-12-31"
"Caraúbas","5.49868716546446","2011-12-31"
"Pinheiro Preto","9.93544778544663","2011-12-31"
"Passa Quatro","9.42639620808486","2011-12-31"
"Cachoeira do Arari","5.40781519828437","2011-12-31"
"Batalha","5.06032520146937","2011-12-31"
"Buriti","5.21960715612093","2011-12-31"
"São Miguel do Guamá","8.23079119632068","2011-12-31"
"Urupá","9.15089107442448","2011-12-31"
"Israelândia","7.79884836501184","2011-12-31"
"Praia Grande","10","2011-12-31"
"Ibirataia","6.01638927079534","2011-12-31"
"Esperança Nova","10","2011-12-31"
"Jaicós","4.30833563576595","2011-12-31"
"Taquaral","10","2011-12-31"
"Cariri do Tocantins","7.45942134257566","2011-12-31"
"Quebrangulo","6.44354184633753","2011-12-31"
"Mato Leitão","10","2011-12-31"
"Dirceu Arcoverde","6.86532429715546","2011-12-31"
"Delfim Moreira","9.25341567858163","2011-12-31"
"Campo Grande do Piauí","4.88052050945311","2011-12-31"
"Ivatuba","10","2011-12-31"
"Anapurus","4.89533900555189","2011-12-31"
"Guamiranga","8.07393333770089","2011-12-31"
"Wenceslau Guimarães","5.0740773705925","2011-12-31"
"Camaçari","10","2011-12-31"
"Itaguajé","6.26827900144201","2011-12-31"
"Biguaçu","10","2011-12-31"
"Várzea Nova","5.53896298624688","2011-12-31"
"Sapucaia","7.73867760195174","2011-12-31"
"Matrinchã","9.46227145898127","2011-12-31"
"Vigia","5.96649941398907","2011-12-31"
"Batayporã","6.19516408298021","2011-12-31"
"Linha Nova","8.09176623021515","2011-12-31"
"Pindamonhangaba","10","2011-12-31"
"São Benedito do Sul","6.04041914195315","2011-12-31"
"Araripe","5.29527217554777","2011-12-31"
"Careiro da Várzea","8.40900709436005","2011-12-31"
"Santa Luzia","6.23174721010304","2011-12-31"
"Jijoca de Jericoacoara","10","2011-12-31"
"Peritiba","9.95075454468025","2011-12-31"
"Aguiar","6.1894443731415","2011-12-31"
"Caiana","7.41824325794043","2011-12-31"
"Bom Jesus da Serra","6.30772020280505","2011-12-31"
"Itatiaia","6.84971400432973","2011-12-31"
"Paranapuã","8.89866171385588","2011-12-31"
"Graça Aranha","5.69346976551199","2011-12-31"
"Joanésia","7.91104294810311","2011-12-31"
"Cândido de Abreu","5.99260098014167","2011-12-31"
"Fagundes","7.11816038652571","2011-12-31"
"Itabira","7.88896813617189","2011-12-31"
"Ibaretama","10","2011-12-31"
"Angical do Piauí","6.3798682968949","2011-12-31"
"Miravânia","8.99953678985361","2011-12-31"
"Brejões","4.28301967841359","2011-12-31"
"Pilões","5.20206132274048","2011-12-31"
"Nova Itaberaba","9.58648922052519","2011-12-31"
"Salgado de São Félix","5.66840207945273","2011-12-31"
"Pium","9.25556504514556","2011-12-31"
"Álvares Florence","10","2011-12-31"
"Santa Margarida do Sul","10","2011-12-31"
"Carmo da Mata","4.9801759697584","2011-12-31"
"Anhumas","9.03693413111007","2011-12-31"
"Fronteira dos Vales","5.61466986761006","2011-12-31"
"São José do Sul","10","2011-12-31"
"Simões","6.09888581808961","2011-12-31"
"Estrela do Norte","9.04288063579541","2011-12-31"
"Catarina","7.28347461819262","2011-12-31"
"Icó","7.94765505675137","2011-12-31"
"Muaná","6.24250031446231","2011-12-31"
"Anamã","4.41501896906713","2011-12-31"
"São João do Jaguaribe","8.42371597188069","2011-12-31"
"Santa Bárbara do Monte Verde","6.99526852940605","2011-12-31"
"Vale de São Domingos","8.70685648543375","2011-12-31"
"Vista Alegre","7.88291124292297","2011-12-31"
"Jatobá","6.60589114198359","2011-12-31"
"Fartura","10","2011-12-31"
"Ruy Barbosa","6.86133059834876","2011-12-31"
"São Bento do Norte","9.77832687026854","2011-12-31"
"Paiçandu","10","2011-12-31"
"Caridade","7.75507370919238","2011-12-31"
"Sairé","9.14996760595475","2011-12-31"
"Macedônia","10","2011-12-31"
"Passa e Fica","6.480295159389","2011-12-31"
"Cajueiro da Praia","5.91430632609927","2011-12-31"
"Monção","5.23878964628075","2011-12-31"
"Serrano do Maranhão","8.74728747304359","2011-12-31"
"Rio Azul","6.60582062260734","2011-12-31"
"Itiúba","4.5097488445288","2011-12-31"
"Córrego Fundo","8.58138073346187","2011-12-31"
"São Francisco do Maranhão","6.77652806140141","2011-12-31"
"Portel","9.33965782729627","2011-12-31"
"Coivaras","7.033165894579","2011-12-31"
"Cristino Castro","4.99648047429443","2011-12-31"
"Teixeira Soares","5.48183464307473","2011-12-31"
"Antônio Dias","8.58164250289229","2011-12-31"
"Ipiranga do Sul","10","2011-12-31"
"Tramandaí","10","2011-12-31"
"Marinópolis","7.99719343651011","2011-12-31"
"Santana do Maranhão","4.88667015191696","2011-12-31"
"Areado","9.48946041796161","2011-12-31"
"Nova Erechim","5.72493492715296","2011-12-31"
"Tapurah","6.48401295001678","2011-12-31"
"Uruguaiana","10","2011-12-31"
"Forquilha","9.23256934293288","2011-12-31"
"São João de Pirabas","6.11700852683253","2011-12-31"
"Hugo Napoleão","7.59301772626208","2011-12-31"
"Nova Santa Rosa","5.28378246190054","2011-12-31"
"Embu-Guaçu","10","2011-12-31"
"Novo Airão","5.48001907516529","2011-12-31"
"Agronômica","10","2011-12-31"
"Cassilândia","10","2011-12-31"
"Serra Grande","10","2011-12-31"
"Conceição do Castelo","7.85154186421326","2011-12-31"
"Mandaguaçu","8.99786506488056","2011-12-31"
"Aroeiras","9.11291649614625","2011-12-31"
"Flórida Paulista","6.72046876759168","2011-12-31"
"Inhapi","5.54473941471399","2011-12-31"
"Francisco Morato","6.7455093559752","2011-12-31"
"São Bento do Tocantins","8.33739702317066","2011-12-31"
"Cruzília","4.98165472638425","2011-12-31"
"Araguaçu","7.3502963250956","2011-12-31"
"Mara Rosa","6.2260105271583","2011-12-31"
"Pindaré-Mirim","4.81983216942671","2011-12-31"
"Iraí de Minas","7.1458404469013","2011-12-31"
"Corupá","10","2011-12-31"
"Terezópolis de Goiás","9.66049734435234","2011-12-31"
"Itutinga","8.22868179316049","2011-12-31"
"Pequeri","8.7534531070285","2011-12-31"
"Pará de Minas","10","2011-12-31"
"Barcarena","7.56292972073949","2011-12-31"
"Alagoa Nova","5.69432937482263","2011-12-31"
"Pratânia","10","2011-12-31"
"Cacoal","8.22089436000094","2011-12-31"
"Siriri","9.44109496061455","2011-12-31"
"Ijaci","7.05504077924067","2011-12-31"
"São José do Peixe","5.27962148107715","2011-12-31"
"Coronel João Sá","5.54469888681357","2011-12-31"
"Santa Helena","5.12588227841837","2011-12-31"
"Taubaté","10","2011-12-31"
"Araçoiaba da Serra","10","2011-12-31"
"Lambari D'Oeste","10","2011-12-31"
"Cascavel","10","2011-12-31"
"Darcinópolis","10","2011-12-31"
"Barra do Rocha","5.51551214302909","2011-12-31"
"Figueira","6.07258843795113","2011-12-31"
"Serra Dourada","7.33771268405699","2011-12-31"
"Formoso do Araguaia","6.65394125246904","2011-12-31"
"Verdelândia","10","2011-12-31"
"Senador La Rocque","9.34150106281359","2011-12-31"
"Vale do Anari","6.54436613514789","2011-12-31"
"Cantanhede","5.52702219172547","2011-12-31"
"Mansidão","8.20728372289092","2011-12-31"
"Vespasiano","9.05264795331763","2011-12-31"
"Urbano Santos","5.60352016929947","2011-12-31"
"São Geraldo do Araguaia","6.19799992990423","2011-12-31"
"Três Coroas","8.39797747818968","2011-12-31"
"Itanhaém","10","2011-12-31"
"Santa Cruz do Escalvado","10","2011-12-31"
"Januário Cicco","9.00128783770881","2011-12-31"
"Boa Ventura de São Roque","10","2011-12-31"
"Santa Fé","3.98295878337021","2011-12-31"
"Ipatinga","7.42649632028115","2011-12-31"
"Novo Lino","8.64116349271434","2011-12-31"
"Crucilândia","9.60121035446357","2011-12-31"
"Laranjeiras","9.98818635508891","2011-12-31"
"Cidade Gaúcha","6.44393495785575","2011-12-31"
"Tasso Fragoso","8.20374248575437","2011-12-31"
"Palmeira das Missões","9.00883601820685","2011-12-31"
"Nova Marilândia","8.5132007460113","2011-12-31"
"Santa Luzia do Paruá","6.1554130647192","2011-12-31"
"Ressaquinha","7.77109593835163","2011-12-31"
"Nova Campina","10","2011-12-31"
"Pilõezinhos","8.7547269648978","2011-12-31"
"Santa Mônica","6.39953838370877","2011-12-31"
"Penápolis","10","2011-12-31"
"Nova Castilho","5.46043465217364","2011-12-31"
"Lagoinha do Piauí","8.45538213770826","2011-12-31"
"Pitangueiras","7.19598231910611","2011-12-31"
"Cruzália","10","2011-12-31"
"São João da Baliza","5.78001166720694","2011-12-31"
"Riolândia","10","2011-12-31"
"São Joaquim do Monte","5.99532027685102","2011-12-31"
"Porto Firme","5.46603365200631","2011-12-31"
"Assis Chateaubriand","6.84716357770422","2011-12-31"
"Óbidos","3.91292774204342","2011-12-31"
"Cantá","7.47722441635209","2011-12-31"
"Ceres","9.09989570894711","2011-12-31"
"Joaquim Távora","9.07079720048997","2011-12-31"
"Antônio Martins","4.71233376988387","2011-12-31"
"Cristais","8.52842494974144","2011-12-31"
"Ibirité","7.83392007787409","2011-12-31"
"Maragogipe","6.90520135205217","2011-12-31"
"Pocrane","10","2011-12-31"
"Ipirá","7.12866230558482","2011-12-31"
"Caxingó","6.29369410599373","2011-12-31"
"Rio Formoso","7.41230453496542","2011-12-31"
"Verê","5.52972578899413","2011-12-31"
"Jacinto Machado","10","2011-12-31"
"Bagre","8.6772558506854","2011-12-31"
"Nova Lacerda","9.48754517301222","2011-12-31"
"Indaial","10","2011-12-31"
"Caxias do Sul","10","2011-12-31"
"Lebon Régis","5.37626565685891","2011-12-31"
"Paial","9.96656094512739","2011-12-31"
"Penha","6.58861440233156","2011-12-31"
"Alvorada D'Oeste","6.62641001470086","2011-12-31"
"São Sebastião do Umbuzeiro","7.54368070422474","2011-12-31"
"Alhandra","10","2011-12-31"
"Campo do Brito","9.31165723201929","2011-12-31"
"Wagner","3.59267403301196","2011-12-31"
"Itaguara","10","2011-12-31"
"Araquari","10","2011-12-31"
"Valparaíso","5.3908814006658","2011-12-31"
"Monte Formoso","10","2011-12-31"
"Benevides","6.63630325820593","2011-12-31"
"Juiz de Fora","9.46649151332886","2011-12-31"
"Barracão","8.90749101980145","2011-12-31"
"Calumbi","7.0658887953932","2011-12-31"
"São Gabriel","4.15069139334867","2011-12-31"
"General Salgado","5.61228471104525","2011-12-31"
"Restinga","10","2011-12-31"
"Cáceres","10","2011-12-31"
"Derrubadas","9.80139763463686","2011-12-31"
"Três Palmeiras","10","2011-12-31"
"São José de Espinharas","8.93237187708047","2011-12-31"
"Novo Progresso","7.99169630778896","2011-12-31"
"Pinheiral","8.71615254574513","2011-12-31"
"Barbalha","10","2011-12-31"
"Santa Terezinha","6.11395096457397","2011-12-31"
"Brejinho","10","2011-12-31"
"Não-Me-Toque","6.84769380354395","2011-12-31"
"João Dourado","5.72904304511035","2011-12-31"
"Jarinu","10","2011-12-31"
"Senador Alexandre Costa","6.08103248173676","2011-12-31"
"Ibiquera","4.15828649383353","2011-12-31"
"Catiguá","8.95846084215391","2011-12-31"
"Guaraciaba","6.39223461120481","2011-12-31"
"Ponte Preta","8.16204743810414","2011-12-31"
"São Jorge do Ivaí","5.75816999248895","2011-12-31"
"São Francisco do Conde","10","2011-12-31"
"Nova Ipixuna","7.88727040622543","2011-12-31"
"Floriano","6.4874506847193","2011-12-31"
"Santa Amélia","6.0830441951097","2011-12-31"
"Monsenhor Paulo","10","2011-12-31"
"Touros","7.95222177141401","2011-12-31"
"Taboão da Serra","9.65554068967312","2011-12-31"
"Mira Estrela","10","2011-12-31"
"Fervedouro","7.07400698196347","2011-12-31"
"Massaranduba","7.80357209198111","2011-12-31"
"Barros Cassal","10","2011-12-31"
"Campanário","6.12184588996142","2011-12-31"
"Jardim","7.08385024522089","2011-12-31"
"Santo Antônio do Caiuá","8.38632952905918","2011-12-31"
"Paulicéia","10","2011-12-31"
"Aracitaba","6.60704778678346","2011-12-31"
"Figueirópolis D'Oeste","6.37468293392601","2011-12-31"
"Jauru","8.15107078622283","2011-12-31"
"Nova Canaã do Norte","4.8091176866599","2011-12-31"
"Monte Alegre do Piauí","6.98523277120781","2011-12-31"
"Morro Redondo","5.76930565155109","2011-12-31"
"Oiapoque","9.76580956296204","2011-12-31"
"Pedra do Indaiá","10","2011-12-31"
"Carlinda","10","2011-12-31"
"Ibiúna","10","2011-12-31"
"Acari","5.75952018173595","2011-12-31"
"Iuiú","9.09030107321944","2011-12-31"
"Nova Boa Vista","8.7692315872115","2011-12-31"
"Tuparetama","5.12195406618731","2011-12-31"
"Tangará","8.54872381955143","2011-12-31"
"Canutama","4.96828134738426","2011-12-31"
"Paraíso do Tocantins","10","2011-12-31"
"Belo Vale","8.02289624757144","2011-12-31"
"Jerônimo Monteiro","6.73067506215957","2011-12-31"
"Guatapará","9.67199398657563","2011-12-31"
"Bela Vista do Maranhão","8.49761071611594","2011-12-31"
"Nobres","7.84270196393681","2011-12-31"
"Curaçá","6.30960565900333","2011-12-31"
"Mato Verde","7.52015759680825","2011-12-31"
"Praia Norte","6.46490404427659","2011-12-31"
"Tapira","6.0973505802695","2011-12-31"
"Abreu e Lima","10","2011-12-31"
"Muquém de São Francisco","7.40377812031692","2011-12-31"
"Montanha","6.29109070299724","2011-12-31"
"São Simão","6.80157913423562","2011-12-31"
"Ibiporã","9.52840740664567","2011-12-31"
"Gália","7.47576632459485","2011-12-31"
"Ribeirão Corrente","10","2011-12-31"
"Novo Cabrais","10","2011-12-31"
"Santa Maria do Suaçuí","4.47686125548923","2011-12-31"
"Carmo","9.30922069289207","2011-12-31"
"Tuneiras do Oeste","7.83388627416531","2011-12-31"
"Tamboara","6.67282705643386","2011-12-31"
"Piedade de Ponte Nova","10","2011-12-31"
"São João do Manhuaçu","9.79973256955255","2011-12-31"
"Zabelê","8.04840337600363","2011-12-31"
"Faxinalzinho","6.65236132976651","2011-12-31"
"Caldeirão Grande do Piauí","6.60131071659988","2011-12-31"
"Anísio de Abreu","7.31114647254676","2011-12-31"
"Alagoinha","9.22825107075316","2011-12-31"
"Campos Sales","7.97878165520753","2011-12-31"
"Timbó","8.5961022927254","2011-12-31"
"Peçanha","8.30919538054315","2011-12-31"
"Barra do Piraí","6.42414486882806","2011-12-31"
"Oriximiná","8.67134135441602","2011-12-31"
"Confins","10","2011-12-31"
"Três Passos","10","2011-12-31"
"Sítio do Mato","5.23071808229914","2011-12-31"
"Gonzaga","6.43054820729126","2011-12-31"
"Alto Horizonte","9.10854986120276","2011-12-31"
"Canindé de São Francisco","6.99385696685757","2011-12-31"
"Lucélia","7.70809396060099","2011-12-31"
"João Ramalho","7.63571221545619","2011-12-31"
"Tabatinga","8.23424374982979","2011-12-31"
"Salinas da Margarida","10","2011-12-31"
"Elísio Medrado","6.51580453606965","2011-12-31"
"Parelhas","6.92233115006521","2011-12-31"
"Bom Jesus","8.70358505587731","2011-12-31"
"Paulo Bento","10","2011-12-31"
"Rio Claro","10","2011-12-31"
"Morro Agudo","8.51293597012526","2011-12-31"
"Morro da Garça","9.46523164246797","2011-12-31"
"Rio Novo do Sul","10","2011-12-31"
"Sobradinho","7.94764339981942","2011-12-31"
"Poços de Caldas","10","2011-12-31"
"Capela do Alto","10","2011-12-31"
"Panorama","9.74544372158146","2011-12-31"
"Cerro Grande do Sul","9.4372471629978","2011-12-31"
"Alagoa Grande","6.01038635169964","2011-12-31"
"Boa Esperança","7.05686770386756","2011-12-31"
"Erebango","10","2011-12-31"
"Rio das Ostras","10","2011-12-31"
"Astorga","8.95285299591521","2011-12-31"
"Francisco Sá","6.60823815703459","2011-12-31"
"Taiúva","10","2011-12-31"
"Ariquemes","10","2011-12-31"
"Guajará-Mirim","5.67240737670244","2011-12-31"
"Francisco Dantas","4.23390100158425","2011-12-31"
"Pedra Bonita","7.30154089858524","2011-12-31"
"Caroebe","7.55469511992732","2011-12-31"
"Jumirim","10","2011-12-31"
"Corumbá de Goiás","6.61353126611338","2011-12-31"
"Baixa Grande do Ribeiro","8.14715436952919","2011-12-31"
"Ouricuri","6.56589000658101","2011-12-31"
"Nortelândia","5.64154005100263","2011-12-31"
"Ouroeste","10","2011-12-31"
"Rio Grande da Serra","10","2011-12-31"
"Campo Alegre de Goiás","8.57563655030942","2011-12-31"
"Ouro Verde de Minas","6.75760739368055","2011-12-31"
"Florestópolis","8.82146615143527","2011-12-31"
"Rio das Flores","6.47677737602924","2011-12-31"
"Cajuri","10","2011-12-31"
"Jaborá","10","2011-12-31"
"Alfredo Vasconcelos","9.09041909926064","2011-12-31"
"Pio XII","6.92179820641355","2011-12-31"
"Piracuruca","10","2011-12-31"
"Santa Cruz da Vitória","6.87015468150892","2011-12-31"
"Poconé","5.96301958936739","2011-12-31"
"Antônio Prado de Minas","5.85116372012364","2011-12-31"
"Bela Vista da Caroba","7.59553081794711","2011-12-31"
"Pequizeiro","9.01068049298972","2011-12-31"
"Carmo de Minas","6.92152907968744","2011-12-31"
"Colônia do Piauí","6.48323729253629","2011-12-31"
"Pirapemas","4.16014060001811","2011-12-31"
"Cajazeiras do Piauí","7.6342406573327","2011-12-31"
"Sumaré","10","2011-12-31"
"Santos Dumont","6.40443427651467","2011-12-31"
"Tonantins","9.64026395612128","2011-12-31"
"Jaupaci","10","2011-12-31"
"Japira","9.36396132277121","2011-12-31"
"Paula Freitas","10","2011-12-31"
"Santo Antônio de Goiás","8.25053551055133","2011-12-31"
"Rosário","4.40641219573659","2011-12-31"
"Jandaíra","9.63046419398642","2011-12-31"
"Marianópolis do Tocantins","9.89407121811276","2011-12-31"
"Guapirama","9.84369459291002","2011-12-31"
"Santo Antônio do Paraíso","9.40433572469948","2011-12-31"
"São Sebastião do Alto","6.3159637293033","2011-12-31"
"Nova Ibiá","4.5984748911651","2011-12-31"
"Doresópolis","5.8082572231618","2011-12-31"
"São Domingos do Capim","6.07077315872382","2011-12-31"
"Viçosa","7.28006029739264","2011-12-31"
"Ipiguá","10","2011-12-31"
"Itapeva","10","2011-12-31"
"Valença","7.63070472533553","2011-12-31"
"Itanhangá","10","2011-12-31"
"Pitangueiras","9.10906533391846","2011-12-31"
"Sandovalina","9.25297044608004","2011-12-31"
"Santa Cecília do Pavão","10","2011-12-31"
"Itamari","4.41746140565847","2011-12-31"
"Juruena","7.55795065349869","2011-12-31"
"São Miguel","4.37776350960482","2011-12-31"
"Caçador","9.71341358699454","2011-12-31"
"Chácara","9.56794930064833","2011-12-31"
"Rio Pardo de Minas","7.0157992449869","2011-12-31"
"Piracaia","6.89155862114661","2011-12-31"
"Buriti dos Lopes","6.56342518233162","2011-12-31"
"Caririaçu","8.38929245306486","2011-12-31"
"Juarez Távora","5.55424914200829","2011-12-31"
"Coari","10","2011-12-31"
"Pocinhos","7.39903959208272","2011-12-31"
"Casa Grande","6.19435462024274","2011-12-31"
"Frei Inocêncio","7.59630052385349","2011-12-31"
"Riachuelo","4.98426357901266","2011-12-31"
"Pedra do Anta","10","2011-12-31"
"Perdigão","10","2011-12-31"
"Peruíbe","10","2011-12-31"
"Paraguaçu","10","2011-12-31"
"Palmeira dos Índios","8.87405880731019","2011-12-31"
"Jaraguari","10","2011-12-31"
"Viana","10","2011-12-31"
"Baixio","5.75159494635852","2011-12-31"
"Talismã","7.99679817781165","2011-12-31"
"Munhoz","10","2011-12-31"
"Xaxim","10","2011-12-31"
"Assunção","8.46940051707702","2011-12-31"
"Bom Jardim","10","2011-12-31"
"Inúbia Paulista","7.00097732193386","2011-12-31"
"Monte Carlo","10","2011-12-31"
"Aurilândia","8.41036012606318","2011-12-31"
"Matriz de Camaragibe","5.80292850166174","2011-12-31"
"Anchieta","9.97687410639518","2011-12-31"
"Aruanã","8.59970928721634","2011-12-31"
"Conceição das Alagoas","8.24413419272353","2011-12-31"
"Manoel Ribas","10","2011-12-31"
"Campo Belo do Sul","6.1248619295617","2011-12-31"
"Irauçuba","9.67562733105329","2011-12-31"
"Santa Luzia","7.24311332083508","2011-12-31"
"Piedade","6.60426803768362","2011-12-31"
"Sabará","7.74839006802602","2011-12-31"
"Trindade","7.23670229978312","2011-12-31"
"Porangatu","7.6250735209363","2011-12-31"
"Ribeirão Preto","10","2011-12-31"
"Trombudo Central","9.43106796818175","2011-12-31"
"Joselândia","4.3676478773359","2011-12-31"
"Amparo do Serra","10","2011-12-31"
"Vereda","7.17054238096798","2011-12-31"
"Jales","8.71677443523635","2011-12-31"
"Tacuru","5.86141573963732","2011-12-31"
"São Domingos","5.25552699617795","2011-12-31"
"Alcinópolis","9.2148357738234","2011-12-31"
"Edealina","10","2011-12-31"
"São Sebastião da Vargem Alegre","6.34435260125067","2011-12-31"
"Varre-Sai","5.50783255120392","2011-12-31"
"São Pedro","9.12991553080808","2011-12-31"
"Lorena","9.57235276881515","2011-12-31"
"Itaipava do Grajaú","7.19593941958164","2011-12-31"
"Itagimirim","8.82226471665643","2011-12-31"
"Itaju do Colônia","5.03537807365892","2011-12-31"
"Itanagra","8.43989043462226","2011-12-31"
"Seritinga","4.98301920613029","2011-12-31"
"Serranópolis de Minas","7.96995018082946","2011-12-31"
"Irupi","5.94066403070584","2011-12-31"
"Nova Palma","8.04258827214553","2011-12-31"
"Fontoura Xavier","7.08925532717981","2011-12-31"
"São João da Ponta","9.4657243074037","2011-12-31"
"São José","10","2011-12-31"
"Elias Fausto","10","2011-12-31"
"Cláudia","5.21640350122131","2011-12-31"
"Gastão Vidigal","5.27282589997052","2011-12-31"
"Ilhabela","10","2011-12-31"
"Apuí","6.7909896358396","2011-12-31"
"Conceição do Tocantins","9.46507633738433","2011-12-31"
"Imbé","10","2011-12-31"
"Uruburetama","9.47382616086494","2011-12-31"
"Palmas de Monte Alto","4.58852099830879","2011-12-31"
"Paragominas","10","2011-12-31"
"São Bonifácio","8.39415202104714","2011-12-31"
"Guapimirim","8.8070233859767","2011-12-31"
"Novo Horizonte","9.89867289362389","2011-12-31"
"Jandira","10","2011-12-31"
"João Pessoa","9.77948247256258","2011-12-31"
"Florínia","10","2011-12-31"
"São Francisco de Goiás","8.85825164439026","2011-12-31"
"Porto Rico","5.81370898930921","2011-12-31"
"Itapirapuã Paulista","9.4058600724615","2011-12-31"
"Aquiraz","8.01576223636967","2011-12-31"
"Aspásia","7.5058854942836","2011-12-31"
