dsc_cidade,nota,data_ref
"Tapiratiba","10","2011-12-31"
"Torixoréu","5.82925368221334","2011-12-31"
"Parisi","10","2011-12-31"
"Canhoba","5.6728908362723","2011-12-31"
"Cândido Sales","4.48903705112232","2011-12-31"
"Dores do Turvo","7.3249272455247","2011-12-31"
"Silveirânia","9.91084224162646","2011-12-31"
"Anguera","9.64224169317501","2011-12-31"
"Várzea da Palma","5.62024284970466","2011-12-31"
"Brusque","10","2011-12-31"
"São João da Serra","6.01249933658795","2011-12-31"
"Campos Altos","5.40398589355723","2011-12-31"
"Casa Nova","5.62751775716187","2011-12-31"
"São Félix do Araguaia","5.99820481082755","2011-12-31"
"Jitaúna","9.84040703564132","2011-12-31"
"Lagoa do Carro","8.76186433600037","2011-12-31"
"Presidente Jânio Quadros","10","2011-12-31"
"Belém","6.08036677148093","2011-12-31"
"Pardinho","10","2011-12-31"
"Bariri","9.50583852667801","2011-12-31"
"Cotriguaçu","7.10524001101992","2011-12-31"
"Carinhanha","5.17017081467711","2011-12-31"
"Central","4.2187132436222","2011-12-31"
"Mambaí","4.68847314630263","2011-12-31"
"Conceição de Macabu","6.96886607503232","2011-12-31"
"Goiabeira","8.97423315577546","2011-12-31"
"São Pedro da Água Branca","5.35071184329523","2011-12-31"
"Doverlândia","6.07728925394887","2011-12-31"
"Nova Araçá","10","2011-12-31"
"Piraí do Norte","4.8760908253471","2011-12-31"
"Teodoro Sampaio","10","2011-12-31"
"Poção de Pedras","6.56205258244796","2011-12-31"
"Riacho de Santana","6.29138232406691","2011-12-31"
"Formosa da Serra Negra","7.21777517726057","2011-12-31"
"Palmeira","10","2011-12-31"
"Tarumirim","4.74299836857918","2011-12-31"
"Mocajuba","6.09152050702343","2011-12-31"
"Arroio Trinta","4.23541233803128","2011-12-31"
"Beberibe","6.43409570977921","2011-12-31"
"Guajeru","5.84488113644782","2011-12-31"
"Nova Santa Bárbara","10","2011-12-31"
"Cachoeira Grande","4.88231967242673","2011-12-31"
"Coronel Ezequiel","5.52191829012995","2011-12-31"
"Inhacorá","10","2011-12-31"
"Pontal","10","2011-12-31"
"Vianópolis","4.29597249420535","2011-12-31"
"Uruana de Minas","6.15151094850349","2011-12-31"
"Porto da Folha","10","2011-12-31"
"Pranchita","7.73862559382037","2011-12-31"
"Itapuca","10","2011-12-31"
"Itarana","4.53429207601039","2011-12-31"
"Vila Nova dos Martírios","5.90808371146235","2011-12-31"
"Saquarema","10","2011-12-31"
"Cerro Azul","10","2011-12-31"
"Sebastião Laranjeiras","4.63187386156876","2011-12-31"
"Olho d'Água das Cunhãs","6.01590706713129","2011-12-31"
"Tunas","7.83480232706551","2011-12-31"
"São Bernardo do Campo","10","2011-12-31"
"Conceição","6.13474950656426","2011-12-31"
"Rurópolis","7.09644487018665","2011-12-31"
"Lagoa do Ouro","8.9335302007472","2011-12-31"
"Rio Grande do Piauí","7.34362188132764","2011-12-31"
"Catalão","8.10578387780639","2011-12-31"
"Ervália","8.49271045912929","2011-12-31"
"Marema","10","2011-12-31"
"Delta","9.50998969883685","2011-12-31"
"Itaberaba","6.86344581050548","2011-12-31"
"Ibirubá","10","2011-12-31"
"Alto Parnaíba","5.40998375766968","2011-12-31"
"São João Batista do Glória","8.63317658732467","2011-12-31"
"Alto Paraná","6.99665930614477","2011-12-31"
"Igaporã","5.97985139949281","2011-12-31"
"São João da Ponte","6.90944749200711","2011-12-31"
"Careaçu","5.07536255832364","2011-12-31"
"Beneditinos","8.4679737297525","2011-12-31"
"Virmond","8.5421432328882","2011-12-31"
"Itapoá","10","2011-12-31"
"Borborema","7.84628576388096","2011-12-31"
"Firminópolis","5.83340852993883","2011-12-31"
"Gilbués","8.57854237133131","2011-12-31"
"Novo Cruzeiro","8.34567515139099","2011-12-31"
"São Gonçalo do Piauí","6.43373984031242","2011-12-31"
"Colombo","10","2011-12-31"
"Rosário da Limeira","8.90464335826713","2011-12-31"
"Japorã","8.63563496722681","2011-12-31"
"São Martinho","7.74927954534148","2011-12-31"
"Couto de Magalhães de Minas","10","2011-12-31"
"Dom Viçoso","7.0048232955074","2011-12-31"
"Ererê","10","2011-12-31"
"Brumado","6.1205162751712","2011-12-31"
"Jóia","10","2011-12-31"
"Ilhéus","6.41209396313784","2011-12-31"
"Grandes Rios","9.30382688584816","2011-12-31"
"Ubá","6.14749079562581","2011-12-31"
"Correia Pinto","9.36544005893272","2011-12-31"
"Limoeiro","10","2011-12-31"
"Recife","10","2011-12-31"
"Castelo","8.39658615080532","2011-12-31"
"Holambra","10","2011-12-31"
"Piratininga","10","2011-12-31"
"Galvão","9.33795605770799","2011-12-31"
"Palmeirópolis","4.94801606330613","2011-12-31"
"Candeal","6.16882856768318","2011-12-31"
"Campo Belo","8.60800461823337","2011-12-31"
"Tauá","5.85402392620657","2011-12-31"
"Ribeirão do Pinhal","6.79532414661056","2011-12-31"
"Itacoatiara","7.13470617185292","2011-12-31"
"Pomerode","7.55174218611244","2011-12-31"
"São Joaquim","10","2011-12-31"
"Flores da Cunha","7.12987072445583","2011-12-31"
"Cristinápolis","8.64426444099404","2011-12-31"
"Santo Antônio dos Milagres","5.41205554494246","2011-12-31"
"Coronel Fabriciano","8.92682809184983","2011-12-31"
"Monte Santo do Tocantins","10","2011-12-31"
"Mateiros","6.05284119509459","2011-12-31"
"São Miguel dos Campos","5.65756889702396","2011-12-31"
"Campanha","4.98222708730476","2011-12-31"
"Coronel Pilar","10","2011-12-31"
"Lagoa de Dentro","5.83865847928133","2011-12-31"
"Camocim","7.70307739113809","2011-12-31"
"Rincão","10","2011-12-31"
"Gentil","10","2011-12-31"
"Lajes","6.73725924734035","2011-12-31"
"Maricá","8.67270312499397","2011-12-31"
"Formosa","7.83514527899325","2011-12-31"
"São Miguel da Boa Vista","10","2011-12-31"
"Dom Eliseu","6.05025270154484","2011-12-31"
"Nova Luzitânia","5.47774412737404","2011-12-31"
"Olho d'Água Grande","6.65615237781349","2011-12-31"
"Ipiaú","6.31893092504593","2011-12-31"
"Caçapava do Sul","10","2011-12-31"
"Águas de Chapecó","9.88617586039673","2011-12-31"
"Romelândia","6.9731944757035","2011-12-31"
"Santa Bárbara de Goiás","10","2011-12-31"
"Palhoça","10","2011-12-31"
"Fernando Pedroza","8.53053143712276","2011-12-31"
"Dracena","10","2011-12-31"
"Redenção","7.56439849942406","2011-12-31"
"Feira Nova do Maranhão","6.52906646356295","2011-12-31"
"Osvaldo Cruz","7.03570359743231","2011-12-31"
"Canguçu","9.11519318589312","2011-12-31"
"Nova Itarana","5.9378232295246","2011-12-31"
"Porto do Mangue","7.94459065874218","2011-12-31"
"Arujá","10","2011-12-31"
"Zortéa","10","2011-12-31"
"Maurilândia do Tocantins","7.44648236827184","2011-12-31"
"Laurentino","9.54244885156482","2011-12-31"
"Santo Afonso","7.15430008533463","2011-12-31"
"Ramilândia","5.51497182582857","2011-12-31"
"Morro do Chapéu do Piauí","7.13298003702823","2011-12-31"
"Bela Vista do Paraíso","7.17102230485454","2011-12-31"
"Boituva","8.51061376032034","2011-12-31"
"Milagres","4.63484489190005","2011-12-31"
"Nova Canaã Paulista","10","2011-12-31"
"Lagoa d'Anta","6.79100014151748","2011-12-31"
"São José de Piranhas","5.96146009881976","2011-12-31"
"Pompéia","9.00144945056511","2011-12-31"
"Gameleira de Goiás","8.82385775827672","2011-12-31"
"Coribe","4.95515830138868","2011-12-31"
"Jardim de Piranhas","4.86927564476829","2011-12-31"
"Pimenteiras","4.98931522446536","2011-12-31"
"Apiacás","7.54965056484197","2011-12-31"
"Marcelândia","7.74394619827705","2011-12-31"
"Alto Alegre","10","2011-12-31"
"Santa Isabel do Ivaí","6.60765817378286","2011-12-31"
"Arabutã","8.70055986657069","2011-12-31"
"Mairiporã","9.74252763941607","2011-12-31"
"Leopoldo de Bulhões","7.03274661280401","2011-12-31"
"Mar de Espanha","6.86917201762545","2011-12-31"
"Santa Quitéria","8.09431682081656","2011-12-31"
"Craíbas","6.80478847652456","2011-12-31"
"Amaporã","7.71032479657765","2011-12-31"
"Ipuaçu","10","2011-12-31"
"Quinze de Novembro","10","2011-12-31"
"Caraguatatuba","10","2011-12-31"
"Boquira","4.36256856109897","2011-12-31"
"Rebouças","6.62473607451115","2011-12-31"
"Pedro Avelino","10","2011-12-31"
"Angical","8.38474343498337","2011-12-31"
"Sobradinho","10","2011-12-31"
"Bacuri","7.01674513190766","2011-12-31"
"Olaria","10","2011-12-31"
"Alto Piquiri","10","2011-12-31"
"Dois Irmãos do Tocantins","7.81350559723598","2011-12-31"
"Cordilheira Alta","9.86226120009358","2011-12-31"
"Mário Campos","10","2011-12-31"
"Lacerdópolis","9.1804128839379","2011-12-31"
"Caetanos","10","2011-12-31"
"Inácio Martins","10","2011-12-31"
"Laranja da Terra","10","2011-12-31"
"Jangada","9.23298469485188","2011-12-31"
"Ibirajuba","9.40215942944175","2011-12-31"
"Lafaiete Coutinho","10","2011-12-31"
"Lajeado Novo","6.22502547568611","2011-12-31"
"Venha-Ver","5.98208846643719","2011-12-31"
"Parazinho","8.78819723390047","2011-12-31"
"Itacambira","10","2011-12-31"
"Turvo","8.39721245043519","2011-12-31"
"Plácido de Castro","5.46224393875834","2011-12-31"
"Pouso Alto","6.92167303932982","2011-12-31"
"Amaral Ferrador","10","2011-12-31"
"Brasília","9.50421478679794","2011-12-31"
"Divisópolis","3.76922423392923","2011-12-31"
"Sertaneja","7.89928432033262","2011-12-31"
"Satuba","10","2011-12-31"
"Umarizal","3.67633493984439","2011-12-31"
"Sério","8.60884517967027","2011-12-31"
"Jacuí","10","2011-12-31"
"Presidente Sarney","8.85127051227435","2011-12-31"
"Itapebi","9.66119481081928","2011-12-31"
"Itabirito","10","2011-12-31"
"Severínia","10","2011-12-31"
"Imbituva","9.04927837593656","2011-12-31"
"Botuverá","10","2011-12-31"
"Ipuã","7.59500768875672","2011-12-31"
"Nonoai","8.96067772822582","2011-12-31"
"Faina","10","2011-12-31"
"Campo Largo","10","2011-12-31"
"Irapuru","9.55084909006058","2011-12-31"
"Pouso Redondo","8.7291203415949","2011-12-31"
"Serra de São Bento","3.77332022312905","2011-12-31"
"Sidrolândia","5.55799942890344","2011-12-31"
"Porto Xavier","6.91033653125214","2011-12-31"
"Arcos","7.9200413511602","2011-12-31"
"Macaparana","6.35423692081579","2011-12-31"
"Campinas","10","2011-12-31"
"Campinaçu","7.12539663007411","2011-12-31"
"Iranduba","6.01355542342986","2011-12-31"
"Passos Maia","7.8881411977868","2011-12-31"
"Maracás","4.74907072687541","2011-12-31"
"Olho D'Água do Piauí","10","2011-12-31"
"Dianópolis","7.4823532938599","2011-12-31"
"Passagem Franca","5.51700369408888","2011-12-31"
"Pirambu","10","2011-12-31"
"São Lourenço da Serra","10","2011-12-31"
"Milagres","6.50292634594523","2011-12-31"
"Mauá da Serra","10","2011-12-31"
"Iguatama","9.99657454254435","2011-12-31"
"São Brás","5.7087541698595","2011-12-31"
"São Félix de Balsas","4.92311620108593","2011-12-31"
"São Pedro de Alcântara","10","2011-12-31"
"Nova Tebas","5.98515940983455","2011-12-31"
"Pedro Régis","7.21877138534275","2011-12-31"
"Olinda Nova do Maranhão","5.77330852513092","2011-12-31"
"Caputira","10","2011-12-31"
"São Lourenço do Sul","5.45495088344324","2011-12-31"
"Santo Antônio do Pinhal","10","2011-12-31"
"Santarém Novo","8.08893279431911","2011-12-31"
"Cristais Paulista","10","2011-12-31"
"Malhada dos Bois","6.09534915579734","2011-12-31"
"Tavares","6.24381452622286","2011-12-31"
"Fruta de Leite","8.09507141225299","2011-12-31"
"Lagoa da Confusão","7.10452973141044","2011-12-31"
"Campo Mourão","10","2011-12-31"
"Medicilândia","7.57227904458329","2011-12-31"
"Lapão","4.73843632998928","2011-12-31"
"São Bento do Trairí","8.61375030030448","2011-12-31"
"Itauçu","10","2011-12-31"
"Tiradentes do Sul","10","2011-12-31"
"Lavandeira","10","2011-12-31"
"Riacho Frio","6.04868526577908","2011-12-31"
"Adrianópolis","10","2011-12-31"
"Sapiranga","10","2011-12-31"
"Itajá","9.15096511049838","2011-12-31"
"Itabuna","6.62853981853345","2011-12-31"
"Mairi","5.1168601421403","2011-12-31"
"Bom Lugar","6.43636224107159","2011-12-31"
"Itaperuçu","8.03875744579894","2011-12-31"
"Nova Aurora","5.69332510781932","2011-12-31"
"Taipu","10","2011-12-31"
"Mato Rico","7.16121626902932","2011-12-31"
"Itu","10","2011-12-31"
"Vargeão","5.85080165914334","2011-12-31"
"Adolfo","10","2011-12-31"
"Ulianópolis","6.30810240833828","2011-12-31"
"Porto Vera Cruz","9.5702180159157","2011-12-31"
"Taguaí","10","2011-12-31"
"Vila Velha","10","2011-12-31"
"Valinhos","10","2011-12-31"
"Pirpirituba","9.75081526475131","2011-12-31"
"Alegre","6.90950796796883","2011-12-31"
"Custódia","6.46526504773369","2011-12-31"
"Sarandi","6.26739200694684","2011-12-31"
"Terra de Areia","10","2011-12-31"
"Barra do Rio Azul","10","2011-12-31"
"Itobi","10","2011-12-31"
"São Pedro da União","10","2011-12-31"
"Morungaba","10","2011-12-31"
"Saldanha Marinho","10","2011-12-31"
"Campina Grande","8.95440938755236","2011-12-31"
"Rio Branco do Ivaí","10","2011-12-31"
"Sapucaí-Mirim","6.68875408699166","2011-12-31"
"Pontal do Paraná","10","2011-12-31"
"Assis","10","2011-12-31"
"Marizópolis","7.38528706128295","2011-12-31"
"Parauapebas","10","2011-12-31"
"Belém do Piauí","4.87989189088868","2011-12-31"
"São Roque","8.69706339197487","2011-12-31"
"Grossos","9.24672081563505","2011-12-31"
"Altos","5.62260129421562","2011-12-31"
"Vermelho Novo","7.44944985377599","2011-12-31"
"Jardinópolis","10","2011-12-31"
"Ipiaçu","10","2011-12-31"
"Salvador do Sul","10","2011-12-31"
"Aramina","9.39878914755482","2011-12-31"
"Serra","10","2011-12-31"
"São Francisco de Assis do Piauí","6.81355663541683","2011-12-31"
"Cacequi","7.70861690304957","2011-12-31"
"Nina Rodrigues","5.15023673749248","2011-12-31"
"Bom Jesus do Itabapoana","7.09268857626458","2011-12-31"
"Bom Sucesso de Itararé","10","2011-12-31"
"Serra Caiada","7.57957061032619","2011-12-31"
"Ouriçangas","5.09496413116437","2011-12-31"
"Parnaíba","5.48092295051062","2011-12-31"
"Pureza","10","2011-12-31"
"Upanema","8.20696497857634","2011-12-31"
"Afonso Cunha","6.84360313651013","2011-12-31"
"Jundiaí","10","2011-12-31"
"Pontalinda","7.79231952904364","2011-12-31"
"Itabi","8.56712282929481","2011-12-31"
"Conceição do Pará","6.84114665294786","2011-12-31"
"Itapagipe","8.22824592104939","2011-12-31"
"Foz do Iguaçu","10","2011-12-31"
"Ibipitanga","5.25221536152733","2011-12-31"
"Lins","10","2011-12-31"
"Olímpia","10","2011-12-31"
"Guaxupé","10","2011-12-31"
"Platina","10","2011-12-31"
"Santana do Riacho","10","2011-12-31"
"Bacurituba","9.81695696060228","2011-12-31"
"São Luiz","6.52480375914222","2011-12-31"
"Pacaraima","7.38778252232679","2011-12-31"
"Cocal de Telha","6.68198797160877","2011-12-31"
"Tocantinópolis","8.71445481228026","2011-12-31"
"Cachoeira da Prata","10","2011-12-31"
"Mucugê","6.14648907450955","2011-12-31"
"Cantagalo","6.97732742448524","2011-12-31"
"Tocos do Moji","10","2011-12-31"
"Natividade","10","2011-12-31"
"Frei Miguelinho","7.98850151544352","2011-12-31"
"Theobroma","5.9794965678836","2011-12-31"
"Aparecida do Rio Negro","10","2011-12-31"
"São João do Polêsine","10","2011-12-31"
"Ipeúna","10","2011-12-31"
"Humberto de Campos","4.86280440829423","2011-12-31"
"Jundiá","9.31186903356816","2011-12-31"
"Areal","9.5257708024154","2011-12-31"
"Aquidabã","3.35505979903072","2011-12-31"
"Gavião Peixoto","10","2011-12-31"
"Caxambu","5.91051323710822","2011-12-31"
"Chapadão do Lageado","10","2011-12-31"
"São José do Cerrito","5.82777751594022","2011-12-31"
"Saúde","6.75775420383371","2011-12-31"
"Santo Antônio de Lisboa","4.84086411799037","2011-12-31"
"Vargem Grande do Sul","9.39427818561225","2011-12-31"
"Quijingue","7.01375625337349","2011-12-31"
"Piraúba","6.32788189995557","2011-12-31"
"Ministro Andreazza","6.62545764272487","2011-12-31"
"Missal","6.08921633453506","2011-12-31"
"Desterro do Melo","9.32351374755275","2011-12-31"
"Varzedo","9.20690543422308","2011-12-31"
"Ipiranga do Piauí","5.27549645600327","2011-12-31"
"Lagoa Real","5.45295797174615","2011-12-31"
"Brejo da Madre de Deus","8.99483309734273","2011-12-31"
"Altamira","8.11295419238735","2011-12-31"
"Águia Branca","7.50249744727867","2011-12-31"
"Pedra Preta","8.38194701430736","2011-12-31"
"Girau do Ponciano","6.60658365448248","2011-12-31"
"Caetité","6.52039385001953","2011-12-31"
"Guapó","9.62073005694919","2011-12-31"
"Fernandes Tourinho","5.5736429431723","2011-12-31"
"Rio Vermelho","5.9540626252331","2011-12-31"
"Santa Terezinha do Progresso","8.77706731263439","2011-12-31"
"Esperantina","6.9570249098275","2011-12-31"
"Socorro","9.94912142452476","2011-12-31"
"Sátiro Dias","5.88656740345689","2011-12-31"
"Estrela d'Oeste","5.8202697530881","2011-12-31"
"Santo Antônio de Posse","10","2011-12-31"
"Duas Estradas","7.78349234318353","2011-12-31"
"Gracho Cardoso","8.95369393230243","2011-12-31"
"Fernão","8.53953973950009","2011-12-31"
"Bayeux","9.57466431715472","2011-12-31"
"Piranguçu","10","2011-12-31"
"Cerejeiras","5.48120606607662","2011-12-31"
"Central do Maranhão","5.64663373977527","2011-12-31"
"Palmares Paulista","10","2011-12-31"
"Conceição das Pedras","10","2011-12-31"
"Nova Fátima","7.38932447322586","2011-12-31"
"São Sebastião","6.57164573493413","2011-12-31"
"Lima Duarte","10","2011-12-31"
"Nova Belém","4.74580811213374","2011-12-31"
"Nipoã","4.84398415850113","2011-12-31"
"Teixeiras","6.92647041203256","2011-12-31"
"Macieira","10","2011-12-31"
"Nova Europa","7.96950551564797","2011-12-31"
"Rio do Oeste","9.53612761242075","2011-12-31"
"Rio Preto","4.15509690478809","2011-12-31"
"Aguanil","8.88437687003966","2011-12-31"
"Ibirapuã","9.12498255692399","2011-12-31"
"São Sebastião da Bela Vista","7.81406059793979","2011-12-31"
"Porciúncula","6.08720946316819","2011-12-31"
"Paraty","7.80210202118739","2011-12-31"
"Senhora dos Remédios","7.28426267450177","2011-12-31"
"Pereiras","9.17545930819452","2011-12-31"
"Saudades","8.33622595096574","2011-12-31"
"Rianápolis","7.60555258782454","2011-12-31"
"Santa Cecília do Sul","10","2011-12-31"
"Jateí","7.90808000514134","2011-12-31"
"Sorocaba","10","2011-12-31"
"Itaituba","5.52190620175999","2011-12-31"
"Populina","8.98889974975093","2011-12-31"
"Angelina","10","2011-12-31"
"Manduri","8.20010725747241","2011-12-31"
"São Jorge d'Oeste","10","2011-12-31"
"Pilões","9.26004449121354","2011-12-31"
"Cesário Lange","7.56373050141021","2011-12-31"
"Jequitaí","7.81094960097734","2011-12-31"
"Imbé de Minas","8.93151017824836","2011-12-31"
"Arapeí","10","2011-12-31"
"Ourolândia","6.5962760353493","2011-12-31"
"Maracaju","8.55040514649436","2011-12-31"
"Novo Horizonte","3.94585301556391","2011-12-31"
"Tapiramutá","5.78883635981812","2011-12-31"
"São Félix do Xingu","6.41139139430659","2011-12-31"
"Caraí","5.34185172487484","2011-12-31"
"Montes Claros","9.16449324355444","2011-12-31"
"Recreio","5.94001611780838","2011-12-31"
"Sabinópolis","5.66622188159715","2011-12-31"
"Novo Aripuanã","7.61629691193771","2011-12-31"
"Croatá","7.7237611239098","2011-12-31"
"São João do Rio do Peixe","5.36719283595005","2011-12-31"
"Bozano","10","2011-12-31"
"Brejo","5.20944662505472","2011-12-31"
"Santa Terezinha de Goiás","9.81324386851231","2011-12-31"
"São Luís do Curu","10","2011-12-31"
"Franciscópolis","6.89604199244625","2011-12-31"
"Ângulo","10","2011-12-31"
"Boa Esperança do Iguaçu","7.58155230737871","2011-12-31"
"Serrinha","6.55499264437258","2011-12-31"
"Chapada dos Guimarães","9.02216688882968","2011-12-31"
"Pedra Branca do Amapari","10","2011-12-31"
"Nova Prata","10","2011-12-31"
"Viradouro","5.46084270359441","2011-12-31"
"Ribeirão","7.07984915965714","2011-12-31"
"Vista Alegre do Alto","10","2011-12-31"
"Palmácia","7.76677395849963","2011-12-31"
"Pinheiros","7.67945386241042","2011-12-31"
"Landri Sales","7.09000655342143","2011-12-31"
"Santa Tereza do Oeste","10","2011-12-31"
"Monsenhor Gil","6.98430000789731","2011-12-31"
"Planalto Alegre","6.80867924703743","2011-12-31"
"Pedras Altas","7.72036213857038","2011-12-31"
"Almirante Tamandaré do Sul","8.28596979718086","2011-12-31"
"Carmo do Rio Claro","8.79220461374264","2011-12-31"
"Canela","10","2011-12-31"
"Amélia Rodrigues","6.65698691167632","2011-12-31"
"Ponte Serrada","8.45578648721406","2011-12-31"
"Wanderley","7.36556341817109","2011-12-31"
"Laguna Carapã","10","2011-12-31"
"Joaquim Pires","6.14603383394575","2011-12-31"
"Japaratuba","10","2011-12-31"
"Vera Cruz do Oeste","7.19839744411699","2011-12-31"
"Cardeal da Silva","7.03024934799541","2011-12-31"
"Murici","7.74144205715894","2011-12-31"
"Caruaru","9.19142010732217","2011-12-31"
"Uiramutã","8.97286903096778","2011-12-31"
"Moreira Sales","8.42412329432489","2011-12-31"
"Coqueiro Baixo","8.55528707003115","2011-12-31"
"Sabáudia","9.05935032511279","2011-12-31"
"Cícero Dantas","5.52964539011738","2011-12-31"
"Piacatu","10","2011-12-31"
"Araxá","6.98093353002851","2011-12-31"
"Pedra Branca","8.12956205024534","2011-12-31"
"Alto Boa Vista","8.88225748128903","2011-12-31"
"Nova Bandeirantes","10","2011-12-31"
"Sítio Novo do Tocantins","6.85852471088246","2011-12-31"
"Cezarina","8.23710953556645","2011-12-31"
"Porto Real","7.47063126775783","2011-12-31"
"Lucas do Rio Verde","10","2011-12-31"
"Lindoeste","5.84519713661817","2011-12-31"
"Pratinha","7.50330000237746","2011-12-31"
"Mascote","4.77319158438834","2011-12-31"
"Wall Ferraz","6.82537398693008","2011-12-31"
"São José de Ribamar","10","2011-12-31"
"Lagoa","5.53022972114573","2011-12-31"
"Floresta do Araguaia","8.09398516034724","2011-12-31"
"Siderópolis","8.93671352402547","2011-12-31"
"Cosmorama","10","2011-12-31"
"Amaraji","7.75134286920922","2011-12-31"
"Baraúna","7.07765352507348","2011-12-31"
"Coronel Macedo","10","2011-12-31"
"Itacuruba","6.03355046078663","2011-12-31"
"Vieiras","6.95035550110623","2011-12-31"
"Paracatu","10","2011-12-31"
"Balsa Nova","10","2011-12-31"
"Bom Jesus da Lapa","6.70253691288757","2011-12-31"
"Miraselva","8.35607523822512","2011-12-31"
"Cerro Negro","6.81726646037593","2011-12-31"
"Boa Vista do Sul","10","2011-12-31"
"Itaíba","7.03058418417337","2011-12-31"
"Harmonia","9.10496509500855","2011-12-31"
"Nova Prata do Iguaçu","9.16152626281834","2011-12-31"
"Riachão do Bacamarte","5.48599231754951","2011-12-31"
"São João do Paraíso","6.65666324393036","2011-12-31"
"Guaporema","7.14364368663988","2011-12-31"
"Garibaldi","10","2011-12-31"
"São Francisco","9.99399811681697","2011-12-31"
"Santa Terezinha de Itaipu","10","2011-12-31"
"Brejetuba","7.29602782332343","2011-12-31"
"Capitão","9.95549529115904","2011-12-31"
"Grajaú","9.02639346102973","2011-12-31"
"Nova Granada","8.93050312186343","2011-12-31"
"Divinópolis do Tocantins","6.94152460241719","2011-12-31"
"Progresso","9.59508622159335","2011-12-31"
"Embaúba","8.91157764445153","2011-12-31"
"Pintadas","4.57066417593702","2011-12-31"
"Barra D'Alcântara","6.05491663979685","2011-12-31"
"São Julião","5.29751479929369","2011-12-31"
"Resende","9.12692240438917","2011-12-31"
"Ibirapuitã","10","2011-12-31"
"Votuporanga","10","2011-12-31"
"Ouro Verde","8.06925054730427","2011-12-31"
"Camaquã","10","2011-12-31"
"Saboeiro","7.68216984653951","2011-12-31"
"Montadas","8.63138897108236","2011-12-31"
"Jacobina","5.91399891218899","2011-12-31"
"Pacajá","7.20408137210582","2011-12-31"
"Paranã","8.28550077053308","2011-12-31"
"Sant'Ana do Livramento","10","2011-12-31"
"Duque Bacelar","5.61787504188062","2011-12-31"
"Alfredo Chaves","9.35510009764673","2011-12-31"
"Uibaí","5.10118415818165","2011-12-31"
"Presidente Venceslau","8.20744608122082","2011-12-31"
"Alecrim","10","2011-12-31"
"Ipu","6.63239706051169","2011-12-31"
"Monte das Gameleiras","10","2011-12-31"
"Goianinha","10","2011-12-31"
"Conceição do Araguaia","8.37851538268216","2011-12-31"
"Cocalinho","10","2011-12-31"
"Lençóis Paulista","10","2011-12-31"
"Chã Preta","9.0441104256814","2011-12-31"
"Três Pontas","10","2011-12-31"
"União","4.61169622980441","2011-12-31"
"Marapanim","5.77854013262091","2011-12-31"
"Lupércio","10","2011-12-31"
"Timbó Grande","7.44580437535841","2011-12-31"
"Senador Sá","9.39136501652215","2011-12-31"
"Panelas","5.98624199160346","2011-12-31"
"Itajubá","10","2011-12-31"
"São Carlos","9.74774900406592","2011-12-31"
"Itaóca","9.18632844315376","2011-12-31"
"Iporá","8.21525780855886","2011-12-31"
"Filadélfia","8.18004216166301","2011-12-31"
"Presidente Lucena","10","2011-12-31"
"Marechal Deodoro","10","2011-12-31"
"Tacaimbó","9.4531860536305","2011-12-31"
"Coronel Pacheco","9.17745395068097","2011-12-31"
"Cumaru do Norte","6.89097389703127","2011-12-31"
"Paracambi","5.66384583583268","2011-12-31"
"Braganey","5.12720943375431","2011-12-31"
"Tenente Laurentino Cruz","8.23191174012051","2011-12-31"
"Venâncio Aires","8.08938912990331","2011-12-31"
"Neves Paulista","7.95132377262344","2011-12-31"
"Careiro","7.2852938766381","2011-12-31"
"Ouro Verde do Oeste","6.13655241393045","2011-12-31"
"Moreilândia","5.66176502081388","2011-12-31"
"Conceição do Canindé","5.96760506546427","2011-12-31"
"Teodoro Sampaio","9.27619448223274","2011-12-31"
"Iguaraçu","10","2011-12-31"
"São Francisco","9.72903845488642","2011-12-31"
"Conselheiro Mairinck","5.82549337484999","2011-12-31"
"Aguiarnópolis","8.82285109120564","2011-12-31"
"Igrejinha","9.65376998458312","2011-12-31"
"Maravilha","8.52941932968364","2011-12-31"
"Fagundes Varela","10","2011-12-31"
"Cametá","7.1333901538602","2011-12-31"
"Demerval Lobão","6.94514828826363","2011-12-31"
"Tailândia","7.89863283889552","2011-12-31"
"Frei Martinho","6.88072973180503","2011-12-31"
"Santa Rita de Cássia","7.68382768673801","2011-12-31"
"Barão de Monte Alto","6.67616239086387","2011-12-31"
"Logradouro","6.80536258551472","2011-12-31"
"Orizânia","9.207535756076","2011-12-31"
"Rolante","10","2011-12-31"
"São Gabriel","10","2011-12-31"
"Capela de Santana","10","2011-12-31"
"Ouro Velho","6.57296593312164","2011-12-31"
"Lagoa de São Francisco","7.24165370368578","2011-12-31"
"Salto do Jacuí","10","2011-12-31"
"Bodoquena","7.17439564861236","2011-12-31"
"Uarini","5.6188288334608","2011-12-31"
"Itamonte","5.4187619062871","2011-12-31"
"Pacatuba","9.31594338295625","2011-12-31"
"Serrinha","5.8875417900547","2011-12-31"
"Maquiné","9.57852934710827","2011-12-31"
"Guaraci","10","2011-12-31"
"Canudos","3.72716755184503","2011-12-31"
"Tabocas do Brejo Velho","9.00777825959914","2011-12-31"
"Palestina","8.49819789275803","2011-12-31"
"Pugmil","10","2011-12-31"
"Nova Londrina","6.03814873253726","2011-12-31"
"São Valentim","10","2011-12-31"
"Tuparendi","5.95333131539689","2011-12-31"
"Cupira","6.77243993250953","2011-12-31"
